anulovať	скасувати	anulovať	скасувати	NFIN;V
veverici	білці	veverica	білка	ESS;N;SG
vevericu	білку	veverica	білка	ACC;N;SG
vevericou	білкою	veverica	білка	INS;N;SG
vevericami	білками	veverica	білка	INS;N;PL
vevericiam	білкам	veverica	білка	DAT;N;PL
veverica	білка	veverica	білка	N;NOM;SG
veverice	білки	veverica	білка	GEN;N;SG
veveríc	білок	veverica	білка	GEN;N;PL
veverice	білки	veverica	білка	ACC;N;PL
vevericiach	білках	veverica	білка	ESS;N;PL
veverice	білки	veverica	білка	N;NOM;PL
veverici	білці	veverica	білка	DAT;N;SG
vidličky	виделки	vidlička	виделка	N;NOM;PL
vidličky	виделки	vidlička	виделка	ACC;N;PL
vidličky	виделки	vidlička	виделка	GEN;N;SG
vidličke	виделці	vidlička	виделка	ESS;N;SG
vidličiek	виделок	vidlička	виделка	GEN;N;PL
vidličke	виделці	vidlička	виделка	DAT;N;SG
vidličkám	виделкам	vidlička	виделка	DAT;N;PL
vidlička	виделка	vidlička	виделка	N;NOM;SG
vidličku	виделку	vidlička	виделка	ACC;N;SG
vidličkami	виделками	vidlička	виделка	INS;N;PL
vidličkou	виделкою	vidlička	виделка	INS;N;SG
vidličkách	виделках	vidlička	виделка	ESS;N;PL
vetrom	вітрам	vietor	вітер	DAT;N;PL
vetre	вітрі	vietor	вітер	ESS;N;SG
vietor	вітер	vietor	вітер	N;NOM;SG
vetry	вітри	vietor	вітер	N;NOM;PL
vetry	вітри	vietor	вітер	ACC;N;PL
vetru	вітру	vietor	вітер	DAT;N;SG
vetrami	вітрами	vietor	вітер	INS;N;PL
vetrom	вітром	vietor	вітер	INS;N;SG
vetroch	вітрах	vietor	вітер	ESS;N;PL
vietor	вітер	vietor	вітер	ACC;N;SG
vetrov	вітрів	vietor	вітер	GEN;N;PL
vetra	вітру	vietor	вітер	GEN;N;SG
vlasov	волосів	vlas	волос	GEN;N;PL
vlasmi	волосами	vlas	волос	INS;N;PL
vlasy	волоси	vlas	волос	ACC;N;PL
vlasu	волосу	vlas	волос	DAT;N;SG
vlasy	волоси	vlas	волос	N;NOM;PL
vlase	волосі	vlas	волос	ESS;N;SG
vlasom	волосом	vlas	волос	INS;N;SG
vlasu	волоса	vlas	волос	GEN;N;SG
vlas	волос	vlas	волос	N;NOM;SG
vlasoch	волосах	vlas	волос	ESS;N;PL
vlas	волос	vlas	волос	ACC;N;SG
vlasom	волосам	vlas	волос	DAT;N;PL
vlkov	вовків	vlk	вовк	GEN;N;PL
vlkom	вовком	vlk	вовк	INS;N;SG
vlku	вовку	vlk	вовк	DAT;N;SG
vlkom	вовкам	vlk	вовк	DAT;N;PL
vlku	вовку	vlk	вовк	ESS;N;SG
vlkoch	вовках	vlk	вовк	ESS;N;PL
vlky	вовки	vlk	вовк	ACC;N;PL
vlka	вовка	vlk	вовк	ACC;N;SG
vlci	вовки	vlk	вовк	N;NOM;PL
vlk	вовк	vlk	вовк	N;NOM;SG
vlkmi	вовками	vlk	вовк	INS;N;PL
vlka	вовка	vlk	вовк	GEN;N;SG
vodách	водах	voda	вода	ESS;N;PL
vody	води	voda	вода	ACC;N;PL
voda	вода	voda	вода	N;NOM;SG
vôd	вод	voda	вода	GEN;N;PL
vodu	воду	voda	вода	ACC;N;SG
vody	води	voda	вода	GEN;N;SG
vode	воді	voda	вода	DAT;N;SG
vodám	водам	voda	вода	DAT;N;PL
vode	воді	voda	вода	ESS;N;SG
vodou	водою	voda	вода	INS;N;SG
vody	води	voda	вода	N;NOM;PL
vodami	водами	voda	вода	INS;N;PL
vodík	водень	vodík	водень	ACC;N;SG
vodíka	водню	vodík	водень	GEN;N;SG
vodíkom	воднем	vodík	водень	INS;N;SG
vodíku	водні	vodík	водень	ESS;N;SG
vodík	водень	vodík	водень	N;NOM;SG
vodíku	водню	vodík	водень	DAT;N;SG
volavkami	чаплями	volavka	чапля	INS;N;PL
volavke	чаплі	volavka	чапля	DAT;N;SG
volaviek	чапель	volavka	чапля	GEN;N;PL
volavky	чаплі	volavka	чапля	N;NOM;PL
volavky	чаплі	volavka	чапля	GEN;N;SG
volavka	чапля	volavka	чапля	N;NOM;SG
volavky	чаплі	volavka	чапля	ACC;N;PL
volavke	чаплі	volavka	чапля	ESS;N;SG
volavku	чаплю	volavka	чапля	ACC;N;SG
volavkou	чаплею	volavka	чапля	INS;N;SG
volavkách	чаплях	volavka	чапля	ESS;N;PL
volavkám	чаплям	volavka	чапля	DAT;N;PL
vrabec	горобець	vrabec	горобець	N;NOM;SG
vrabce	горобці	vrabec	горобець	N;NOM;PL
vrabcom	горобцям	vrabec	горобець	DAT;N;PL
vrabcovi	горобцеві	vrabec	горобець	DAT;N;SG
vrabcov	горобців	vrabec	горобець	GEN;N;PL
vrabca	горобця	vrabec	горобець	ACC;N;SG
vrabcami	горобцями	vrabec	горобець	INS;N;PL
vrabcoch	горобцях	vrabec	горобець	ESS;N;PL
vrabcom	горобцем	vrabec	горобець	INS;N;SG
vrabcovi	горобцеві	vrabec	горобець	ESS;N;SG
vrabce	горобці	vrabec	горобець	ACC;N;PL
vrabca	горобця	vrabec	горобець	GEN;N;SG
vykonať	зробити	vykonať	зробити	NFIN;V
vykonávať	зробити	vykonávať	зробити	NFIN;V
vziať	взяти	vziať	взяти	NFIN;V
včiel	бджіл	včela	бджола	GEN;N;PL
včelu	бджолу	včela	бджола	ACC;N;SG
včelou	бджолою	včela	бджола	INS;N;SG
včely	бджоли	včela	бджола	GEN;N;SG
včely	бджоли	včela	бджола	N;NOM;PL
včely	бджоли	včela	бджола	ACC;N;PL
včele	бджолі	včela	бджола	DAT;N;SG
včele	бджолі	včela	бджола	ESS;N;SG
včela	бджола	včela	бджола	N;NOM;SG
včelách	бджолах	včela	бджола	ESS;N;PL
včelám	бджолам	včela	бджола	DAT;N;PL
včelami	бджолами	včela	бджола	INS;N;PL
zelenému	зеленому	zelený	зелений	ADJ;DAT;MASC;SG
zelených	зелених	zelený	зелений	ADJ;ESS;PL
zelené	зелене	zelený	зелений	ACC;ADJ;NEUT;SG
zeleného	зеленого	zelený	зелений	ACC;ADJ;MASC;SG
zelený	зелений	zelený	зелений	ADJ;MASC;NOM;SG
zelenej	зеленій	zelený	зелений	ADJ;DAT;FEM;SG
zelená	зелена	zelený	зелений	ADJ;FEM;NOM;SG
zelenú	зелену	zelený	зелений	ACC;ADJ;FEM;SG
zelený	зелений	zelený	зелений	ACC;ADJ;INAN;MASC;SG
zelenou	зеленою	zelený	зелений	ADJ;FEM;INS;SG
zelenej	зеленої	zelený	зелений	ADJ;FEM;GEN;SG
zelenom	зеленому	zelený	зелений	ADJ;ESS;NEUT;SG
zelené	зелених	zelený	зелений	ACC;ADJ;PL
zeleného	зеленого	zelený	зелений	ADJ;GEN;MASC;SG
zelenými	зеленими	zelený	зелений	ADJ;INS;PL
zeleného	зеленого	zelený	зелений	ADJ;GEN;NEUT;SG
zelené	зелене	zelený	зелений	ADJ;NEUT;NOM;SG
zelenému	зеленому	zelený	зелений	ADJ;DAT;NEUT;SG
zelenom	зеленому	zelený	зелений	ADJ;ESS;MASC;SG
zeleným	зеленим	zelený	зелений	ADJ;INS;MASC;SG
zelené	зелені	zelený	зелений	ADJ;NOM;PL
zeleným	зеленим	zelený	зелений	ADJ;INS;NEUT;SG
zeleným	зеленим	zelený	зелений	ADJ;DAT;PL
zelených	зелених	zelený	зелений	ADJ;GEN;PL
zelenej	зеленій	zelený	зелений	ADJ;ESS;FEM;SG
zemi	землі	zem	земля	ESS;N;SG
zemiam	землям	zem	земля	DAT;N;PL
zeme	землі	zem	земля	N;NOM;PL
zeme	землі	zem	земля	ACC;N;PL
zemi	землі	zem	земля	DAT;N;SG
zem	землю	zem	земля	ACC;N;SG
zemou	землею	zem	земля	INS;N;SG
zeme	землі	zem	земля	GEN;N;SG
zem	земля	zem	земля	N;NOM;SG
zemí	земель	zem	земля	GEN;N;PL
zemiach	землях	zem	земля	ESS;N;PL
zemami	землями	zem	земля	INS;N;PL
zemi	країні	zem	країна	ESS;N;SG
zeme	країни	zem	країна	N;NOM;PL
zemi	країні	zem	країна	DAT;N;SG
zemiam	країнам	zem	країна	DAT;N;PL
zemí	країн	zem	країна	GEN;N;PL
zem	країну	zem	країна	ACC;N;SG
zeme	країни	zem	країна	GEN;N;SG
zeme	країни	zem	країна	ACC;N;PL
zemiach	країнах	zem	країна	ESS;N;PL
zemou	країною	zem	країна	INS;N;SG
zem	країна	zem	країна	N;NOM;SG
zemami	країнами	zem	країна	INS;N;PL
zlé	поганих	zlý	поганий	ACC;ADJ;PL
zlému	поганому	zlý	поганий	ADJ;DAT;MASC;SG
zlých	поганих	zlý	поганий	ADJ;GEN;PL
zlého	поганого	zlý	поганий	ADJ;GEN;MASC;SG
zlú	погану	zlý	поганий	ACC;ADJ;FEM;SG
zlému	поганому	zlý	поганий	ADJ;DAT;NEUT;SG
zlým	поганим	zlý	поганий	ADJ;INS;NEUT;SG
zlým	поганим	zlý	поганий	ADJ;INS;MASC;SG
zlé	погані	zlý	поганий	ADJ;NOM;PL
zlou	поганою	zlý	поганий	ADJ;FEM;INS;SG
zlom	поганому	zlý	поганий	ADJ;ESS;NEUT;SG
zlý	поганий	zlý	поганий	ACC;ADJ;INAN;MASC;SG
zlom	поганому	zlý	поганий	ADJ;ESS;MASC;SG
zlým	поганим	zlý	поганий	ADJ;DAT;PL
zlého	поганого	zlý	поганий	ADJ;GEN;NEUT;SG
zlá	погана	zlý	поганий	ADJ;FEM;NOM;SG
zlého	поганого	zlý	поганий	ACC;ADJ;MASC;SG
zlé	погане	zlý	поганий	ADJ;NEUT;NOM;SG
zlej	поганій	zlý	поганий	ADJ;DAT;FEM;SG
zlej	поганій	zlý	поганий	ADJ;ESS;FEM;SG
zlými	поганими	zlý	поганий	ADJ;INS;PL
zlej	поганої	zlý	поганий	ADJ;FEM;GEN;SG
zlý	поганий	zlý	поганий	ADJ;MASC;NOM;SG
zlé	погане	zlý	поганий	ACC;ADJ;NEUT;SG
zlých	поганих	zlý	поганий	ADJ;ESS;PL
zobrať	взяти	zobrať	взяти	NFIN;V
zŕn	зерен	zrno	зерно	GEN;N;PL
zrna	зерна	zrno	зерно	GEN;N;SG
zrnám	зернам	zrno	зерно	DAT;N;PL
zrno	зерно	zrno	зерно	N;NOM;SG
zrnom	зерном	zrno	зерно	INS;N;SG
zrnách	зернах	zrno	зерно	ESS;N;PL
zrnami	зернами	zrno	зерно	INS;N;PL
zrne	зерні	zrno	зерно	ESS;N;SG
zrná	зерна	zrno	зерно	ACC;N;PL
zrnu	зерну	zrno	зерно	DAT;N;SG
zrno	зерно	zrno	зерно	ACC;N;SG
zrná	зерна	zrno	зерно	N;NOM;PL
zrušiť	скасувати	zrušiť	скасувати	NFIN;V
zub	зуб	zub	зуб	ACC;N;SG
zuboch	зубах	zub	зуб	ESS;N;PL
zubom	зубам	zub	зуб	DAT;N;PL
zubov	зубів	zub	зуб	GEN;N;PL
zube	зубі	zub	зуб	ESS;N;SG
zubu	зубу	zub	зуб	DAT;N;SG
zuby	зуби	zub	зуб	ACC;N;PL
zuby	зуби	zub	зуб	N;NOM;PL
zubom	зубом	zub	зуб	INS;N;SG
zuba	зуба	zub	зуб	GEN;N;SG
zubami	зубами	zub	зуб	INS;N;PL
zub	зуб	zub	зуб	N;NOM;SG
zväzom	союзам	zväz	союз	DAT;N;PL
zväzov	союзів	zväz	союз	GEN;N;PL
zväz	союз	zväz	союз	N;NOM;SG
zväzy	союзи	zväz	союз	N;NOM;PL
zväzoch	союзах	zväz	союз	ESS;N;PL
zväzmi	союзами	zväz	союз	INS;N;PL
zväzu	союзу	zväz	союз	GEN;N;SG
zväzy	союзи	zväz	союз	ACC;N;PL
zväzom	союзом	zväz	союз	INS;N;SG
zväzu	союзу	zväz	союз	DAT;N;SG
zväz	союз	zväz	союз	ACC;N;SG
zväze	союзі	zväz	союз	ESS;N;SG
zámenom	займенником	zámeno	займенник	INS;N;SG
zámená	займенники	zámeno	займенник	ACC;N;PL
zámenám	займенникам	zámeno	займенник	DAT;N;PL
zámenami	займенниками	zámeno	займенник	INS;N;PL
zámeno	займенник	zámeno	займенник	N;NOM;SG
zámenu	займеннику	zámeno	займенник	DAT;N;SG
zámena	займенника	zámeno	займенник	GEN;N;SG
zámenách	займенниках	zámeno	займенник	ESS;N;PL
zámene	займеннику	zámeno	займенник	ESS;N;SG
zámená	займенники	zámeno	займенник	N;NOM;PL
zámen	займенників	zámeno	займенник	GEN;N;PL
zámeno	займенник	zámeno	займенник	ACC;N;SG
územiami	землями	územie	земля	INS;N;PL
územia	землі	územie	земля	N;NOM;PL
územie	земля	územie	земля	N;NOM;SG
územiu	землі	územie	земля	DAT;N;SG
územím	землею	územie	земля	INS;N;SG
území	земель	územie	земля	GEN;N;PL
územia	землі	územie	земля	ACC;N;PL
územie	землю	územie	земля	ACC;N;SG
územiam	землям	územie	земля	DAT;N;PL
územiach	землях	územie	земля	ESS;N;PL
území	землі	územie	земля	ESS;N;SG
územia	землі	územie	земля	GEN;N;SG
čelo	лоб	čelo	лоб	N;NOM;SG
čelách	лобах	čelo	лоб	ESS;N;PL
čele	лобі	čelo	лоб	ESS;N;SG
čelom	лобом	čelo	лоб	INS;N;SG
čelám	лобам	čelo	лоб	DAT;N;PL
čelá	лоби	čelo	лоб	N;NOM;PL
čiel	лобів	čelo	лоб	GEN;N;PL
čelu	лобу	čelo	лоб	DAT;N;SG
čela	лоба	čelo	лоб	GEN;N;SG
čelá	лоби	čelo	лоб	ACC;N;PL
čelo	лоб	čelo	лоб	ACC;N;SG
čelami	лобами	čelo	лоб	INS;N;PL
čŕt	рис	črta	риса	GEN;N;PL
črta	риса	črta	риса	N;NOM;SG
črte	рисі	črta	риса	DAT;N;SG
črtou	рисою	črta	риса	INS;N;SG
črte	рисі	črta	риса	ESS;N;SG
črtu	рису	črta	риса	ACC;N;SG
črty	риси	črta	риса	N;NOM;PL
črty	риси	črta	риса	ACC;N;PL
črtami	рисами	črta	риса	INS;N;PL
črtách	рисах	črta	риса	ESS;N;PL
črtám	рисам	črta	риса	DAT;N;PL
črty	риси	črta	риса	GEN;N;SG
šija	шия	šija	шия	N;NOM;SG
šije	шиї	šija	шия	ACC;N;PL
šijach	шиях	šija	шия	ESS;N;PL
šiju	шию	šija	шия	ACC;N;SG
šije	шиї	šija	шия	N;NOM;PL
šijami	шиями	šija	шия	INS;N;PL
šije	шиї	šija	шия	GEN;N;SG
šiji	шиї	šija	шия	DAT;N;SG
šijou	шиєю	šija	шия	INS;N;SG
šijám	шиям	šija	шия	DAT;N;PL
šijí	ший	šija	шия	GEN;N;PL
šiji	шиї	šija	шия	ESS;N;SG
žiakom	учнем	žiak	учень	INS;N;SG
žiakovi	учневі	žiak	учень	ESS;N;SG
žiaci	учні	žiak	учень	N;NOM;PL
žiakovi	учневі	žiak	учень	DAT;N;SG
žiaka	учня	žiak	учень	ACC;N;SG
žiakov	учнів	žiak	учень	GEN;N;PL
žiakmi	учнями	žiak	учень	INS;N;PL
žiakom	учням	žiak	учень	DAT;N;PL
žiaka	учня	žiak	учень	GEN;N;SG
žiakov	учнів	žiak	учень	ACC;N;PL
žiakoch	учнях	žiak	учень	ESS;N;PL
žiak	учень	žiak	учень	N;NOM;SG
život	життя	život	життя	ACC;N;SG
živote	житті	život	життя	ESS;N;SG
životmi	життями	život	життя	INS;N;PL
života	життя	život	життя	GEN;N;SG
životu	життю	život	життя	DAT;N;SG
životom	життям	život	життя	DAT;N;PL
život	життя	život	життя	N;NOM;SG
životov	життів	život	життя	GEN;N;PL
životy	життя	život	життя	ACC;N;PL
životy	життя	život	життя	N;NOM;PL
životom	життям	život	життя	INS;N;SG
životoch	життях	život	життя	ESS;N;PL
žriebätá	лошата	žriebä	лоша	ACC;N;PL
žriebäťom	лошам	žriebä	лоша	INS;N;SG
žriebätami	лошатами	žriebä	лоша	INS;N;PL
žriebätách	лошатах	žriebä	лоша	ESS;N;PL
žriebä	лоша	žriebä	лоша	N;NOM;SG
žriebätám	лошатам	žriebä	лоша	DAT;N;PL
žriebäťa	лошати	žriebä	лоша	GEN;N;SG
žriebätá	лошата	žriebä	лоша	N;NOM;PL
žriebät	лошат	žriebä	лоша	GEN;N;PL
žriebäti	лошаті	žriebä	лоша	ESS;N;SG
žriebäťu	лошаті	žriebä	лоша	DAT;N;SG
žriebä	лоша	žriebä	лоша	ACC;N;SG
