abdikovať	отречься	abdikovať	отречься	NFIN;V
syntézam	обозрениям	syntéza	обозрение	DAT;N;PL
syntéz	обозрений	syntéza	обозрение	GEN;N;PL
syntézami	синопсисами	syntéza	синопсис	INS;N;PL
syntéza	синопсис	syntéza	синопсис	N;NOM;SG
syntéze	синопсисе	syntéza	синопсис	ESS;N;SG
syntézou	синопсисом	syntéza	синопсис	INS;N;SG
syntézy	синопсисы	syntéza	синопсис	ACC;N;PL
syntézach	синопсисах	syntéza	синопсис	ESS;N;PL
syntéz	синопсисов	syntéza	синопсис	GEN;N;PL
syntézy	синопсисы	syntéza	синопсис	N;NOM;PL
syntézy	синопсиса	syntéza	синопсис	GEN;N;SG
syntéze	синопсису	syntéza	синопсис	DAT;N;SG
syntézam	синопсисам	syntéza	синопсис	DAT;N;PL
syntézu	синопсис	syntéza	синопсис	ACC;N;SG
sôväťa	совёнка	sôvä	совёнок	GEN;N;SG
sôvätmi	совятами	sôvä	совёнок	INS;N;PL
sôvätá	совят	sôvä	совёнок	ACC;N;PL
sôväti	совёнке	sôvä	совёнок	ESS;N;SG
sôvä	совёнок	sôvä	совёнок	N;NOM;SG
sôvätá	совята	sôvä	совёнок	N;NOM;PL
sôväťu	совёнку	sôvä	совёнок	DAT;N;SG
sôvät	совят	sôvä	совёнок	GEN;N;PL
sôvä	совёнка	sôvä	совёнок	ACC;N;SG
sôväťom	совёнком	sôvä	совёнок	INS;N;SG
sôvätách	совятах	sôvä	совёнок	ESS;N;PL
sôvätom	совятам	sôvä	совёнок	DAT;N;PL
súdruhmi	товарищами	súdruh	товарищ	INS;N;PL
súdruhovi	товарище	súdruh	товарищ	ESS;N;SG
súdruhov	товарищей	súdruh	товарищ	GEN;N;PL
súdruha	товарища	súdruh	товарищ	GEN;N;SG
súdruhovi	товарищу	súdruh	товарищ	DAT;N;SG
súdruhoch	товарищах	súdruh	товарищ	ESS;N;PL
súdruhovia	товарищи	súdruh	товарищ	N;NOM;PL
súdruhom	товарищем	súdruh	товарищ	INS;N;SG
súdruha	товарища	súdruh	товарищ	ACC;N;SG
súdruh	товарищ	súdruh	товарищ	N;NOM;SG
súdruhom	товарищам	súdruh	товарищ	DAT;N;PL
súhlasiť	пустить	súhlasiť	пустить	NFIN;V
súostroví	архипелаге	súostrovie	архипелаг	ESS;N;SG
súostrovia	архипелаги	súostrovie	архипелаг	N;NOM;PL
súostrovia	архипелаги	súostrovie	архипелаг	ACC;N;PL
súostrovím	архипелагом	súostrovie	архипелаг	INS;N;SG
súostroviach	архипелагах	súostrovie	архипелаг	ESS;N;PL
súostroviu	архипелагу	súostrovie	архипелаг	DAT;N;SG
súostrovia	архипелага	súostrovie	архипелаг	GEN;N;SG
súostrovie	архипелаг	súostrovie	архипелаг	N;NOM;SG
súostroví	архипелагов	súostrovie	архипелаг	GEN;N;PL
súostrovie	архипелаг	súostrovie	архипелаг	ACC;N;SG
súostroviam	архипелагам	súostrovie	архипелаг	DAT;N;PL
súostroviami	архипелагами	súostrovie	архипелаг	INS;N;PL
telúr	теллур	telúr	теллур	ACC;N;SG
telúrom	теллуром	telúr	теллур	INS;N;SG
telúru	теллуру	telúr	теллур	DAT;N;SG
telúr	теллур	telúr	теллур	N;NOM;SG
telúru	теллура	telúr	теллур	GEN;N;SG
telúre	теллуре	telúr	теллур	ESS;N;SG
tenkom	гибком	tenký	гибкий	ADJ;ESS;NEUT;SG
tenkými	гибкими	tenký	гибкий	ADJ;INS;PL
tenkou	гибкой	tenký	гибкий	ADJ;FEM;INS;SG
tenkému	гибкому	tenký	гибкий	ADJ;DAT;MASC;SG
tenkého	гибкого	tenký	гибкий	ACC;ADJ;MASC;SG
tenké	гибкое	tenký	гибкий	ACC;ADJ;NEUT;SG
tenký	гибкий	tenký	гибкий	ACC;ADJ;INAN;MASC;SG
tenkom	гибком	tenký	гибкий	ADJ;ESS;MASC;SG
tenkým	гибким	tenký	гибкий	ADJ;DAT;PL
tenká	гибкая	tenký	гибкий	ADJ;FEM;NOM;SG
tenkým	гибким	tenký	гибкий	ADJ;INS;NEUT;SG
tenkých	гибких	tenký	гибкий	ADJ;ESS;PL
tenké	гибких	tenký	гибкий	ACC;ADJ;PL
tenkých	гибких	tenký	гибкий	ADJ;GEN;PL
tenkým	гибким	tenký	гибкий	ADJ;INS;MASC;SG
tenkej	гибкой	tenký	гибкий	ADJ;DAT;FEM;SG
tenké	гибкое	tenký	гибкий	ADJ;NEUT;NOM;SG
tenkú	гибкую	tenký	гибкий	ACC;ADJ;FEM;SG
tenkej	гибкой	tenký	гибкий	ADJ;ESS;FEM;SG
tenké	гибкие	tenký	гибкий	ADJ;NOM;PL
tenkej	гибкой	tenký	гибкий	ADJ;FEM;GEN;SG
tenký	гибкий	tenký	гибкий	ADJ;MASC;NOM;SG
tenkého	гибкого	tenký	гибкий	ADJ;GEN;MASC;SG
tenkého	гибкого	tenký	гибкий	ADJ;GEN;NEUT;SG
tenkému	гибкому	tenký	гибкий	ADJ;DAT;NEUT;SG
tenký	поджарый	tenký	поджарый	ADJ;MASC;NOM;SG
tenkými	поджарыми	tenký	поджарый	ADJ;INS;PL
tenkom	поджаром	tenký	поджарый	ADJ;ESS;MASC;SG
tenké	поджарое	tenký	поджарый	ACC;ADJ;NEUT;SG
tenkú	поджарую	tenký	поджарый	ACC;ADJ;FEM;SG
tenkých	поджарых	tenký	поджарый	ADJ;ESS;PL
tenkému	поджарому	tenký	поджарый	ADJ;DAT;MASC;SG
tenkému	поджарому	tenký	поджарый	ADJ;DAT;NEUT;SG
tenkou	поджарой	tenký	поджарый	ADJ;FEM;INS;SG
tenká	поджарая	tenký	поджарый	ADJ;FEM;NOM;SG
tenký	поджарый	tenký	поджарый	ACC;ADJ;INAN;MASC;SG
tenkej	поджарой	tenký	поджарый	ADJ;FEM;GEN;SG
tenkým	поджарым	tenký	поджарый	ADJ;DAT;PL
tenkého	поджарого	tenký	поджарый	ADJ;GEN;MASC;SG
tenkého	поджарого	tenký	поджарый	ACC;ADJ;MASC;SG
tenkých	поджарых	tenký	поджарый	ADJ;GEN;PL
tenkej	поджарой	tenký	поджарый	ADJ;ESS;FEM;SG
tenkom	поджаром	tenký	поджарый	ADJ;ESS;NEUT;SG
tenké	поджарые	tenký	поджарый	ADJ;NOM;PL
tenkej	поджарой	tenký	поджарый	ADJ;DAT;FEM;SG
tenké	поджарых	tenký	поджарый	ACC;ADJ;PL
tenkého	поджарого	tenký	поджарый	ADJ;GEN;NEUT;SG
tenkým	поджарым	tenký	поджарый	ADJ;INS;MASC;SG
tenké	поджарое	tenký	поджарый	ADJ;NEUT;NOM;SG
tenkým	поджарым	tenký	поджарый	ADJ;INS;NEUT;SG
tenkým	стройным	tenký	стройный	ADJ;DAT;PL
tenký	стройный	tenký	стройный	ACC;ADJ;INAN;MASC;SG
tenkú	стройную	tenký	стройный	ACC;ADJ;FEM;SG
tenká	стройная	tenký	стройный	ADJ;FEM;NOM;SG
tenkému	стройному	tenký	стройный	ADJ;DAT;NEUT;SG
tenké	стройные	tenký	стройный	ADJ;NOM;PL
tenkých	стройных	tenký	стройный	ADJ;ESS;PL
tenkej	стройной	tenký	стройный	ADJ;ESS;FEM;SG
tenkej	стройной	tenký	стройный	ADJ;DAT;FEM;SG
tenkého	стройного	tenký	стройный	ADJ;GEN;NEUT;SG
tenkej	стройной	tenký	стройный	ADJ;FEM;GEN;SG
tenkým	стройным	tenký	стройный	ADJ;INS;NEUT;SG
tenkému	стройному	tenký	стройный	ADJ;DAT;MASC;SG
tenkého	стройного	tenký	стройный	ADJ;GEN;MASC;SG
tenkou	стройной	tenký	стройный	ADJ;FEM;INS;SG
tenký	стройный	tenký	стройный	ADJ;MASC;NOM;SG
tenkého	стройного	tenký	стройный	ACC;ADJ;MASC;SG
tenkými	стройными	tenký	стройный	ADJ;INS;PL
tenké	стройных	tenký	стройный	ACC;ADJ;PL
tenkom	стройном	tenký	стройный	ADJ;ESS;MASC;SG
tenké	стройное	tenký	стройный	ACC;ADJ;NEUT;SG
tenké	стройное	tenký	стройный	ADJ;NEUT;NOM;SG
tenkým	стройным	tenký	стройный	ADJ;INS;MASC;SG
tenkom	стройном	tenký	стройный	ADJ;ESS;NEUT;SG
tenkých	стройных	tenký	стройный	ADJ;GEN;PL
tenkých	сухощавых	tenký	сухощавый	ADJ;ESS;PL
tenkom	сухощавом	tenký	сухощавый	ADJ;ESS;NEUT;SG
tenkému	сухощавому	tenký	сухощавый	ADJ;DAT;MASC;SG
tenkú	сухощавую	tenký	сухощавый	ACC;ADJ;FEM;SG
tenkej	сухощавой	tenký	сухощавый	ADJ;FEM;GEN;SG
tenkým	сухощавым	tenký	сухощавый	ADJ;DAT;PL
tenkom	сухощавом	tenký	сухощавый	ADJ;ESS;MASC;SG
tenkým	сухощавым	tenký	сухощавый	ADJ;INS;MASC;SG
tenkým	сухощавым	tenký	сухощавый	ADJ;INS;NEUT;SG
tenký	сухощавый	tenký	сухощавый	ACC;ADJ;INAN;MASC;SG
tenké	сухощавое	tenký	сухощавый	ACC;ADJ;NEUT;SG
tenkých	сухощавых	tenký	сухощавый	ADJ;GEN;PL
tenký	сухощавый	tenký	сухощавый	ADJ;MASC;NOM;SG
tenkou	сухощавой	tenký	сухощавый	ADJ;FEM;INS;SG
tenkej	сухощавой	tenký	сухощавый	ADJ;ESS;FEM;SG
tenkej	сухощавой	tenký	сухощавый	ADJ;DAT;FEM;SG
tenkého	сухощавого	tenký	сухощавый	ACC;ADJ;MASC;SG
tenkého	сухощавого	tenký	сухощавый	ADJ;GEN;MASC;SG
tenkému	сухощавому	tenký	сухощавый	ADJ;DAT;NEUT;SG
tenkými	сухощавыми	tenký	сухощавый	ADJ;INS;PL
tenkého	сухощавого	tenký	сухощавый	ADJ;GEN;NEUT;SG
tenké	сухощавые	tenký	сухощавый	ADJ;NOM;PL
tenká	сухощавая	tenký	сухощавый	ADJ;FEM;NOM;SG
tenké	сухощавое	tenký	сухощавый	ADJ;NEUT;NOM;SG
tenké	сухощавых	tenký	сухощавый	ACC;ADJ;PL
tenké	тощее	tenký	тощий	ADJ;NEUT;NOM;SG
tenkou	тощей	tenký	тощий	ADJ;FEM;INS;SG
tenkú	тощую	tenký	тощий	ACC;ADJ;FEM;SG
tenkých	тощих	tenký	тощий	ADJ;ESS;PL
tenkej	тощей	tenký	тощий	ADJ;FEM;GEN;SG
tenkému	тощему	tenký	тощий	ADJ;DAT;NEUT;SG
tenkom	тощем	tenký	тощий	ADJ;ESS;MASC;SG
tenkého	тощего	tenký	тощий	ADJ;GEN;NEUT;SG
tenký	тощий	tenký	тощий	ACC;ADJ;INAN;MASC;SG
tenký	тощий	tenký	тощий	ADJ;MASC;NOM;SG
tenkého	тощего	tenký	тощий	ADJ;GEN;MASC;SG
tenkým	тощим	tenký	тощий	ADJ;INS;MASC;SG
tenké	тощее	tenký	тощий	ACC;ADJ;NEUT;SG
tenkým	тощим	tenký	тощий	ADJ;DAT;PL
tenkej	тощей	tenký	тощий	ADJ;ESS;FEM;SG
tenká	тощая	tenký	тощий	ADJ;FEM;NOM;SG
tenkým	тощим	tenký	тощий	ADJ;INS;NEUT;SG
tenkému	тощему	tenký	тощий	ADJ;DAT;MASC;SG
tenkej	тощей	tenký	тощий	ADJ;DAT;FEM;SG
tenké	тощие	tenký	тощий	ADJ;NOM;PL
tenké	тощих	tenký	тощий	ACC;ADJ;PL
tenkom	тощем	tenký	тощий	ADJ;ESS;NEUT;SG
tenkými	тощими	tenký	тощий	ADJ;INS;PL
tenkého	тощего	tenký	тощий	ACC;ADJ;MASC;SG
tenkých	тощих	tenký	тощий	ADJ;GEN;PL
tisnúť	пихнуть	tisnúť	пихнуть	NFIN;V
tkať	соткать	tkať	соткать	NFIN;V
tkať	сплести	tkať	сплести	NFIN;V
tlstých	жирных	tlstý	жирный	ADJ;ESS;PL
tlstom	жирном	tlstý	жирный	ADJ;ESS;MASC;SG
tlstej	жирной	tlstý	жирный	ADJ;DAT;FEM;SG
tlsté	жирные	tlstý	жирный	ADJ;NOM;PL
tlstými	жирными	tlstý	жирный	ADJ;INS;PL
tlstá	жирная	tlstý	жирный	ADJ;FEM;NOM;SG
tlsté	жирных	tlstý	жирный	ACC;ADJ;PL
tlstého	жирного	tlstý	жирный	ADJ;GEN;NEUT;SG
tlstom	жирном	tlstý	жирный	ADJ;ESS;NEUT;SG
tlstú	жирную	tlstý	жирный	ACC;ADJ;FEM;SG
tlstý	жирный	tlstý	жирный	ADJ;MASC;NOM;SG
tlstému	жирному	tlstý	жирный	ADJ;DAT;MASC;SG
tlstej	жирной	tlstý	жирный	ADJ;ESS;FEM;SG
tlstých	жирных	tlstý	жирный	ADJ;GEN;PL
tlstou	жирной	tlstý	жирный	ADJ;FEM;INS;SG
tlstým	жирным	tlstý	жирный	ADJ;INS;MASC;SG
tlstého	жирного	tlstý	жирный	ACC;ADJ;MASC;SG
tlstému	жирному	tlstý	жирный	ADJ;DAT;NEUT;SG
tlstej	жирной	tlstý	жирный	ADJ;FEM;GEN;SG
tlstého	жирного	tlstý	жирный	ADJ;GEN;MASC;SG
tlsté	жирное	tlstý	жирный	ACC;ADJ;NEUT;SG
tlstým	жирным	tlstý	жирный	ADJ;DAT;PL
tlstým	жирным	tlstý	жирный	ADJ;INS;NEUT;SG
tlstý	жирный	tlstý	жирный	ACC;ADJ;INAN;MASC;SG
tlsté	жирное	tlstý	жирный	ADJ;NEUT;NOM;SG
tlstým	толстым	tlstý	толстый	ADJ;INS;NEUT;SG
tlstých	толстых	tlstý	толстый	ADJ;GEN;PL
tlstej	толстой	tlstý	толстый	ADJ;DAT;FEM;SG
tlstom	толстом	tlstý	толстый	ADJ;ESS;NEUT;SG
tlstými	толстыми	tlstý	толстый	ADJ;INS;PL
tlstý	толстый	tlstý	толстый	ADJ;MASC;NOM;SG
tlstého	толстого	tlstý	толстый	ADJ;GEN;MASC;SG
tlstej	толстой	tlstý	толстый	ADJ;FEM;GEN;SG
tlstom	толстом	tlstý	толстый	ADJ;ESS;MASC;SG
tlstého	толстого	tlstý	толстый	ACC;ADJ;MASC;SG
tlstému	толстому	tlstý	толстый	ADJ;DAT;MASC;SG
tlstým	толстым	tlstý	толстый	ADJ;DAT;PL
tlstou	толстой	tlstý	толстый	ADJ;FEM;INS;SG
tlstý	толстый	tlstý	толстый	ACC;ADJ;INAN;MASC;SG
tlsté	толстых	tlstý	толстый	ACC;ADJ;PL
tlstú	толстую	tlstý	толстый	ACC;ADJ;FEM;SG
tlsté	толстое	tlstý	толстый	ACC;ADJ;NEUT;SG
tlsté	толстые	tlstý	толстый	ADJ;NOM;PL
tlstým	толстым	tlstý	толстый	ADJ;INS;MASC;SG
tlstého	толстого	tlstý	толстый	ADJ;GEN;NEUT;SG
tlstá	толстая	tlstý	толстый	ADJ;FEM;NOM;SG
tlstej	толстой	tlstý	толстый	ADJ;ESS;FEM;SG
tlstému	толстому	tlstý	толстый	ADJ;DAT;NEUT;SG
tlstých	толстых	tlstý	толстый	ADJ;ESS;PL
tlsté	толстое	tlstý	толстый	ADJ;NEUT;NOM;SG
tolerovať	выдержать	tolerovať	выдержать	NFIN;V
tolerovať	вынести	tolerovať	вынести	NFIN;V
trhom	базарам	trh	базар	DAT;N;PL
trhu	базара	trh	базар	GEN;N;SG
trh	базар	trh	базар	ACC;N;SG
trh	базар	trh	базар	N;NOM;SG
trhmi	базарами	trh	базар	INS;N;PL
trhom	базаром	trh	базар	INS;N;SG
trhov	базаров	trh	базар	GEN;N;PL
trhu	базару	trh	базар	DAT;N;SG
trhu	базаре	trh	базар	ESS;N;SG
trhoch	базарах	trh	базар	ESS;N;PL
trhy	базары	trh	базар	N;NOM;PL
trhy	бакалеи	trh	бакалея	N;NOM;PL
trhu	бакалее	trh	бакалея	ESS;N;SG
trhu	бакалее	trh	бакалея	DAT;N;SG
trhy	бакалеи	trh	бакалея	ACC;N;PL
trhom	бакалеям	trh	бакалея	DAT;N;PL
trhu	бакалеи	trh	бакалея	GEN;N;SG
trhmi	бакалеями	trh	бакалея	INS;N;PL
trhom	бакалеей	trh	бакалея	INS;N;SG
trh	бакалея	trh	бакалея	N;NOM;SG
trhoch	бакалеях	trh	бакалея	ESS;N;PL
trhov	бакалей	trh	бакалея	GEN;N;PL
trh	бакалею	trh	бакалея	ACC;N;SG
trhom	гастрономом	trh	гастроном	INS;N;SG
trhom	гастрономам	trh	гастроном	DAT;N;PL
trhoch	гастрономах	trh	гастроном	ESS;N;PL
trhy	гастрономы	trh	гастроном	N;NOM;PL
trhu	гастрономе	trh	гастроном	ESS;N;SG
trhov	гастрономов	trh	гастроном	GEN;N;PL
trhu	гастронома	trh	гастроном	GEN;N;SG
trhmi	гастрономами	trh	гастроном	INS;N;PL
trhu	гастроному	trh	гастроном	DAT;N;SG
trh	гастроном	trh	гастроном	ACC;N;SG
trh	гастроном	trh	гастроном	N;NOM;SG
trhy	гастрономы	trh	гастроном	ACC;N;PL
trhoch	рынках	trh	рынок	ESS;N;PL
trhmi	рынками	trh	рынок	INS;N;PL
trh	рынок	trh	рынок	N;NOM;SG
trhom	рынком	trh	рынок	INS;N;SG
trhu	рынку	trh	рынок	DAT;N;SG
trhov	рынков	trh	рынок	GEN;N;PL
trhom	рынкам	trh	рынок	DAT;N;PL
trhy	рынки	trh	рынок	N;NOM;PL
trhu	рынка	trh	рынок	GEN;N;SG
trh	рынок	trh	рынок	ACC;N;SG
trhu	рынке	trh	рынок	ESS;N;SG
trhoch	торговлях	trh	торговля	ESS;N;PL
trhom	торговлей	trh	торговля	INS;N;SG
trh	торговля	trh	торговля	N;NOM;SG
trhu	торговле	trh	торговля	DAT;N;SG
trhmi	торговлями	trh	торговля	INS;N;PL
trhov	торговель	trh	торговля	GEN;N;PL
trhy	торговли	trh	торговля	N;NOM;PL
trhom	торговлям	trh	торговля	DAT;N;PL
trhu	торговле	trh	торговля	ESS;N;SG
trh	торговлю	trh	торговля	ACC;N;SG
trhu	торговли	trh	торговля	GEN;N;SG
trieť	потереть	trieť	потереть	NFIN;V
trtkať	выебать	trtkať	выебать	NFIN;V
témy	мотива	téma	мотив	GEN;N;SG
tému	мотив	téma	мотив	ACC;N;SG
témou	мотивом	téma	мотив	INS;N;SG
témy	мотивы	téma	мотив	N;NOM;PL
téme	мотиве	téma	мотив	ESS;N;SG
témy	мотивы	téma	мотив	ACC;N;PL
témach	мотивах	téma	мотив	ESS;N;PL
téme	мотиву	téma	мотив	DAT;N;SG
témami	мотивами	téma	мотив	INS;N;PL
téma	мотив	téma	мотив	N;NOM;SG
tém	мотивов	téma	мотив	GEN;N;PL
témam	мотивам	téma	мотив	DAT;N;PL
témach	предметах	téma	предмет	ESS;N;PL
téme	предмету	téma	предмет	DAT;N;SG
témami	предметами	téma	предмет	INS;N;PL
téme	предмете	téma	предмет	ESS;N;SG
témy	предмета	téma	предмет	GEN;N;SG
tému	предмет	téma	предмет	ACC;N;SG
témam	предметам	téma	предмет	DAT;N;PL
témou	предметом	téma	предмет	INS;N;SG
téma	предмет	téma	предмет	N;NOM;SG
témy	предметы	téma	предмет	N;NOM;PL
tém	предметов	téma	предмет	GEN;N;PL
téme	содержанию	téma	содержание	DAT;N;SG
témami	содержаниями	téma	содержание	INS;N;PL
témam	содержаниям	téma	содержание	DAT;N;PL
témy	содержания	téma	содержание	N;NOM;PL
tému	содержание	téma	содержание	ACC;N;SG
témy	содержания	téma	содержание	GEN;N;SG
témach	содержаниях	téma	содержание	ESS;N;PL
téme	содержании	téma	содержание	ESS;N;SG
tém	содержаний	téma	содержание	GEN;N;PL
témou	содержанием	téma	содержание	INS;N;SG
téma	содержание	téma	содержание	N;NOM;SG
témach	сущностях	téma	сущность	ESS;N;PL
tému	сущность	téma	сущность	ACC;N;SG
témy	сущности	téma	сущность	N;NOM;PL
témam	сущностям	téma	сущность	DAT;N;PL
tém	сущностей	téma	сущность	GEN;N;PL
téma	сущность	téma	сущность	N;NOM;SG
témy	сущности	téma	сущность	ACC;N;PL
téme	сущности	téma	сущность	ESS;N;SG
témami	сущностями	téma	сущность	INS;N;PL
témou	сущностью	téma	сущность	INS;N;SG
téme	сущности	téma	сущность	DAT;N;SG
témy	сущности	téma	сущность	GEN;N;SG
tém	тем	téma	тема	GEN;N;PL
témy	темы	téma	тема	GEN;N;SG
témach	темах	téma	тема	ESS;N;PL
téme	теме	téma	тема	DAT;N;SG
téme	теме	téma	тема	ESS;N;SG
témami	темами	téma	тема	INS;N;PL
témam	темам	téma	тема	DAT;N;PL
témou	темой	téma	тема	INS;N;SG
téma	тема	téma	тема	N;NOM;SG
tému	тему	téma	тема	ACC;N;SG
témy	темы	téma	тема	N;NOM;PL
tému	топик	téma	топик	ACC;N;SG
témam	топикам	téma	топик	DAT;N;PL
témy	топика	téma	топик	GEN;N;SG
téme	топике	téma	топик	ESS;N;SG
téme	топику	téma	топик	DAT;N;SG
témami	топиками	téma	топик	INS;N;PL
témach	топиках	téma	топик	ESS;N;PL
témy	топики	téma	топик	N;NOM;PL
témou	топиком	téma	топик	INS;N;SG
témy	топики	téma	топик	ACC;N;PL
tém	топиков	téma	топик	GEN;N;PL
téma	топик	téma	топик	N;NOM;SG
týždňom	неделям	týždeň	неделя	DAT;N;PL
týždne	недели	týždeň	неделя	N;NOM;PL
týždňoch	неделях	týždeň	неделя	ESS;N;PL
týždňom	неделей	týždeň	неделя	INS;N;SG
týždni	неделе	týždeň	неделя	ESS;N;SG
týždňami	неделями	týždeň	неделя	INS;N;PL
týždeň	неделя	týždeň	неделя	N;NOM;SG
týždňa	недели	týždeň	неделя	GEN;N;SG
týždeň	неделю	týždeň	неделя	ACC;N;SG
týždňov	недель	týždeň	неделя	GEN;N;PL
týždňu	неделе	týždeň	неделя	DAT;N;SG
tĺcť	взбить	tĺcť	взбить	NFIN;V
tĺcť	взболтать	tĺcť	взболтать	NFIN;V
tŕňom	иглам	tŕň	игла	DAT;N;PL
tŕňami	иглами	tŕň	игла	INS;N;PL
tŕne	иглы	tŕň	игла	N;NOM;PL
tŕňa	иглы	tŕň	игла	GEN;N;SG
tŕňov	игл	tŕň	игла	GEN;N;PL
tŕňom	иглой	tŕň	игла	INS;N;SG
tŕňu	игле	tŕň	игла	DAT;N;SG
tŕňoch	иглах	tŕň	игла	ESS;N;PL
tŕni	игле	tŕň	игла	ESS;N;SG
tŕň	иглу	tŕň	игла	ACC;N;SG
tŕň	игла	tŕň	игла	N;NOM;SG
tŕňom	колючкам	tŕň	колючка	DAT;N;PL
tŕň	колючку	tŕň	колючка	ACC;N;SG
tŕňom	колючкой	tŕň	колючка	INS;N;SG
tŕňami	колючками	tŕň	колючка	INS;N;PL
tŕne	колючки	tŕň	колючка	N;NOM;PL
tŕň	колючка	tŕň	колючка	N;NOM;SG
tŕňoch	колючках	tŕň	колючка	ESS;N;PL
tŕni	колючке	tŕň	колючка	ESS;N;SG
tŕňu	колючке	tŕň	колючка	DAT;N;SG
tŕňa	колючки	tŕň	колючка	GEN;N;SG
tŕňov	колючек	tŕň	колючка	GEN;N;PL
tŕne	колючки	tŕň	колючка	ACC;N;PL
tŕne	шипы	tŕň	шип	N;NOM;PL
tŕňoch	шипах	tŕň	шип	ESS;N;PL
tŕňu	шипу	tŕň	шип	DAT;N;SG
tŕňom	шипом	tŕň	шип	INS;N;SG
tŕňa	шипа	tŕň	шип	GEN;N;SG
tŕň	шип	tŕň	шип	N;NOM;SG
tŕň	шип	tŕň	шип	ACC;N;SG
tŕňov	шипов	tŕň	шип	GEN;N;PL
tŕňom	шипам	tŕň	шип	DAT;N;PL
tŕňami	шипами	tŕň	шип	INS;N;PL
tŕni	шипе	tŕň	шип	ESS;N;SG
ublížiť	навредить	ublížiť	навредить	NFIN;V
ublížiť	повредить	ublížiť	повредить	NFIN;V
uchopiť	захватить	uchopiť	захватить	NFIN;V
uchopiť	стиснуть	uchopiť	стиснуть	NFIN;V
uchopiť	схватить	uchopiť	схватить	NFIN;V
uchopovať	захватить	uchopovať	захватить	NFIN;V
uchopovať	схватить	uchopovať	схватить	NFIN;V
udusiť	задушить	udusiť	задушить	NFIN;V
uhlík	углерод	uhlík	углерод	ACC;N;SG
uhlíku	углероду	uhlík	углерод	DAT;N;SG
uhlík	углерод	uhlík	углерод	N;NOM;SG
uhlíka	углерода	uhlík	углерод	GEN;N;SG
uhlíkom	углеродом	uhlík	углерод	INS;N;SG
uhlíku	углероде	uhlík	углерод	ESS;N;SG
uhorkou	огурцом	uhorka	огурец	INS;N;SG
uhorke	огурцу	uhorka	огурец	DAT;N;SG
uhorky	огурцы	uhorka	огурец	N;NOM;PL
uhorkách	огурцах	uhorka	огурец	ESS;N;PL
uhorku	огурец	uhorka	огурец	ACC;N;SG
uhoriek	огурцов	uhorka	огурец	GEN;N;PL
uhorka	огурец	uhorka	огурец	N;NOM;SG
uhorkám	огурцам	uhorka	огурец	DAT;N;PL
uhorky	огурца	uhorka	огурец	GEN;N;SG
uhorkami	огурцами	uhorka	огурец	INS;N;PL
uhorke	огурце	uhorka	огурец	ESS;N;SG
ujsť	удрать	ujsť	удрать	NFIN;V
ukradnúť	своровать	ukradnúť	своровать	NFIN;V
umiestňovať	расположить	umiestňovať	расположить	NFIN;V
umrieť	помереть	umrieť	помереть	NFIN;V
umrieť	сдохнуть	umrieť	сдохнуть	NFIN;V
umrieť	скончаться	umrieť	скончаться	NFIN;V
univerzite	университету	univerzita	университет	DAT;N;SG
univerzitám	университетам	univerzita	университет	DAT;N;PL
univerzitách	университетах	univerzita	университет	ESS;N;PL
univerzitou	университетом	univerzita	университет	INS;N;SG
univerzita	университет	univerzita	университет	N;NOM;SG
univerzity	университеты	univerzita	университет	N;NOM;PL
univerzitu	университет	univerzita	университет	ACC;N;SG
univerzitami	университетами	univerzita	университет	INS;N;PL
univerzite	университете	univerzita	университет	ESS;N;SG
univerzít	университетов	univerzita	университет	GEN;N;PL
univerzity	университета	univerzita	университет	GEN;N;SG
upliesť	соткать	upliesť	соткать	NFIN;V
upliesť	сплести	upliesť	сплести	NFIN;V
upokojiť	умиротворить	upokojiť	умиротворить	NFIN;V
upozorniť	предостеречь	upozorniť	предостеречь	NFIN;V
upraviť	подогнать	upraviť	подогнать	NFIN;V
upraviť	приспособить	upraviť	приспособить	NFIN;V
upravovať	подогнать	upravovať	подогнать	NFIN;V
upravovať	приспособить	upravovať	приспособить	NFIN;V
urovnávať	расположить	urovnávať	расположить	NFIN;V
urovnávať	расставить	urovnávať	расставить	NFIN;V
usporadúvať	расположить	usporadúvať	расположить	NFIN;V
usporadúvať	расставить	usporadúvať	расставить	NFIN;V
ustupovať	поддаться	ustupovať	поддаться	NFIN;V
ustupovať	сдаться	ustupovať	сдаться	NFIN;V
utajiť	подавить	utajiť	подавить	NFIN;V
utiecť	бросить	utiecť	бросить	NFIN;V
utiecť	забросить	utiecť	забросить	NFIN;V
utiecť	спастись	utiecť	спастись	NFIN;V
utiecť	удрать	utiecť	удрать	NFIN;V
utierať	вытереть	utierať	вытереть	NFIN;V
utišovať	умиротворить	utišovať	умиротворить	NFIN;V
utorkov	вторников	utorok	вторник	GEN;N;PL
utorku	вторнику	utorok	вторник	DAT;N;SG
utorky	вторники	utorok	вторник	N;NOM;PL
utorkoch	вторниках	utorok	вторник	ESS;N;PL
utorka	вторника	utorok	вторник	GEN;N;SG
utorkom	вторником	utorok	вторник	INS;N;SG
utorok	вторник	utorok	вторник	ACC;N;SG
utorkami	вторниками	utorok	вторник	INS;N;PL
utorok	вторник	utorok	вторник	N;NOM;SG
utorku	вторнике	utorok	вторник	ESS;N;SG
utorkom	вторникам	utorok	вторник	DAT;N;PL
utíšiť	умиротворить	utíšiť	умиротворить	NFIN;V
